nrc,sigla,seccion,nombre,profesor,horario,escuela,semestre
21085,TEO3025,1,Publicación Tesis Doctoral,Por Fijar,: CLAS SIN SALA,Teología,2026-1
32368,TEO309,1,Derechos y Obligaciones de Fieles y Comunidades,Cortes Rocio,"V:5,6 CLAS SIN SALA",Teología,2026-1
32352,TEO311,1,Pastoral en Latinoamérica,Cabrera Heriberto,L-W:6 CLAS SEM_1_P4,Teología,2026-1
32256,TEO5011,1,Seminario de Teología Patrística I (Textos Griegos Pre-Nicenos),Fernandez Samuel,"M:1,2 CLAS FT-SEM-1",Teología,2026-1
32257,TEO5021,1,Seminario de Teología Fundamental I,"Aguirre Federico, Cardoso Edilmar, Neckelmann Maureen","M:6,7 CLAS FT-SEM-3",Teología,2026-1
32258,TEO5031,1,Seminario de Teología Sistemática I,Guridi Roman,"W:1,2 CLAS FT-SEM-1",Teología,2026-1
29669,TEO5060,1,Métodos de Investigación en Teología,Silva Joaquin,W:4 CLAS FT-SEM-1,Teología,2026-1
30976,TEO5063,1,Latín Instrumental,Serrano Patricio,"W:5,6 CLAS FT-SEM-1",Teología,2026-1
29705,TEO5071,1,Trabajo de Tesis I,Por Fijar,: CLAS SIN SALA,Teología,2026-1
29706,TEO5071,2,Trabajo de Tesis I,Verdugo Fernando,: CLAS SIN SALA,Teología,2026-1
29709,TEO5071,3,Trabajo de Tesis I,Por Fijar,: CLAS SIN SALA,Teología,2026-1
29710,TEO5072,1,Trabajo de Tesis II,Polanco Rodrigo,: CLAS SIN SALA,Teología,2026-1
29711,TEO5072,2,Trabajo de Tesis II,Polanco Rodrigo,: CLAS SIN SALA,Teología,2026-1
29712,TEO5072,3,Trabajo de Tesis II,Morales Xavier,: CLAS SIN SALA,Teología,2026-1
29767,TEO5073,1,Trabajo de Tesis III,Aguirre Federico,: CLAS SIN SALA,Teología,2026-1
30882,TEO5073,2,Trabajo de Tesis III,Silva Joaquin,: CLAS SIN SALA,Teología,2026-1
30883,TEO5073,3,Trabajo de Tesis III,Por Fijar,: CLAS SIN SALA,Teología,2026-1
19729,TEO515,1,Tesis en Teología Fundamental Sistemática,Por Fijar,: TES SIN SALA,Teología,2026-1
23199,TEO515,2,Tesis en Teología Fundamental Sistemática,Por Fijar,: TES SIN SALA,Teología,2026-1
19735,TEO516,1,Tesis en Teología Bíblica,"Noll Sonja, Vernola Pablo",: TES SIN SALA,Teología,2026-1
23197,TEO516,2,Tesis en Teología Bíblica,Por Fijar,: TES SIN SALA,Teología,2026-1
19737,TEO517,1,Tesis en Teología Pastoral,Por Fijar,: TES SIN SALA,Teología,2026-1
23200,TEO517,2,Tesis en Teología Pastoral,Por Fijar,: TES SIN SALA,Teología,2026-1
15088,TEP010,1,Liturgia y Teología Sacramental,Rio Maria,M-J:4 CLAS AP602,Teología,2026-1
15948,TEP011,1,Pastoral Fundamental,Cabrera Heriberto,L-W:1 CLAS N11,Teología,2026-1
31252,TER001,1,Religiones: ¿Qué Son y Cómo Se Estudian?,Gonzalez Miguel,M-J:3 CLAS NT202,Teología,2026-1
32812,TER005,1,El Arte y Lo Sagrado,Aguirre Federico,L-W:2 CLAS C502,Teología,2026-1
32814,TER008,1,Religión Popular,"Aguirre Federico, Neckelmann Maureen","W:6,7 CLAS R202",Teología,2026-1
32815,TER009,1,Religiones Asiáticas: Pasado y Presente,Vidal Jose,M-J:2 CLAS AP403,Teología,2026-1
34146,TER3001,1,Teorías y Métodos en los Estudios de la Religión,Becker Martin,"J:6,7 CLAS FT-SEM-1",Teología,2026-1
34147,TER3002,1,Religión en América Latina,"Aguirre Federico, Cardoso Edilmar, Neckelmann Maureen","M:6,7 CLAS FT-SEM-1",Teología,2026-1
15971,TET400T,1,Trabajo Doctoral,Por Fijar,: CLAS SIN SALA,Teología,2026-1
31074,TID201,1,"Espiritualidad, Discapacidad e Inclusión (A+S)","Núñez Cristian, Gutierrez Ana","J:5,6 CLAS AP503",Teología,2026-1
32269,TPR202,1,Sacramentos,"Núñez Cristian, Rio Maria","W:8,9 CLAS SIN SALA",Teología,2026-1
20026,TTF010,1,Teologia Fundamental,Sepulveda Mauricio,L-W:2 CLAS AUD-41,Teología,2026-1
28606,TTF010,2,Teologia Fundamental,Sepulveda Mauricio,L-W:3 CLAS AUD-41,Teología,2026-1
31003,TTF012,1,Revelacion y Fe,Sepulveda Juan,L-W:7 CLAS R203,Teología,2026-1
31004,TTF012,2,Revelacion y Fe,Sepulveda Juan,L-W:3 CLAS FT-101,Teología,2026-1
32259,TTF012,3,Revelacion y Fe,Espinosa Juan,L-W:3 CLAS NT203,Teología,2026-1
32260,TTF012,4,Revelacion y Fe,Espinosa Juan,L-W:4 CLAS NT203,Teología,2026-1
32564,TTF013,1,Topicos de Etica Social Cristiana,Sotomayor José,M-J:4 CLAS FT-102,Teología,2026-1
26788,TTF019,1,Psicologia y Religion Cristiana,Cruz María,M-J:3 CLAS S_FACULTAD,Teología,2026-1
33941,TTF019,2,Psicologia y Religion Cristiana,Cruz María,M-J:4 CLAS S_FACULTAD,Teología,2026-1
27928,TTF026,1,Introduccion a la Biblia,Sotomayor José,M-J:2 CLAS FT-102,Teología,2026-1
31005,TTF036,1,La Biblia de Jesús,Sepulveda Juan,L-W:4 CLAS FT-101,Teología,2026-1
31006,TTF036,2,La Biblia de Jesús,Sepulveda Juan,L-W:5 CLAS N13-B,Teología,2026-1
32261,TTF036,3,La Biblia de Jesús,Espinosa Juan,M-J:3 CLAS N4,Teología,2026-1
32262,TTF036,4,La Biblia de Jesús,Espinosa Juan,M-J:4 CLAS N4,Teología,2026-1
32410,TTF045,1,Ser Cristiano en la Actualidad,Polanco Rodrigo,M-J:3 CLAS N13-B,Teología,2026-1
32565,TTF047,1,Dios en el Siglo Xxi,Musalem Andrea,M-J:4 CLAS N14,Teología,2026-1
15085,TTF068,1,El Matrimonio Cristiano Hoy,Verdugo Claudio,M-J:1 CLAS AUD-81,Teología,2026-1
21265,TTF068,2,El Matrimonio Cristiano Hoy,Montes Cristian,M-J:5 CLAS AUD-51,Teología,2026-1
31009,TTF068,3,El Matrimonio Cristiano Hoy,Martínez Marco,L-W:7 CLAS NT203,Teología,2026-1
32411,TTF068,4,El Matrimonio Cristiano Hoy,Martínez Marco,L-W:8 CLAS NT203,Teología,2026-1
32412,TTF068,5,El Matrimonio Cristiano Hoy,Sepulveda Juan,M-J:3 CLAS FT-102,Teología,2026-1
30026,TTF073,1,Fin de los Tiempos. Mitos y Realidad,Rojas Franco,M-J:4 CLAS FT-101,Teología,2026-1
33958,TTF073,2,Fin de los Tiempos. Mitos y Realidad,Cracogna Sergio,M-J:5 CLAS FT-101,Teología,2026-1
14312,TTF080,1,¿Quién Es el Hombre? Una Mirada Desde la Antropología Cristiana,Núñez Cristian,M-J:2 CLAS R6,Teología,2026-1
29957,TTF083,1,Cristianismo y Derechos Humanos,Miranda Diego,L-W:3 CLAS NT202,Teología,2026-1
31010,TTF083,2,Cristianismo y Derechos Humanos,Miranda Diego,L-W:5 CLAS N2,Teología,2026-1
14325,TTF087,1,¿Está Dios en el Escenario Humano?,Bentué Antonio,M-W:6 CLAS N17,Teología,2026-1
23105,TTF091,1,Leer el Evangelio en el Siglo Xxi,Carbullanca César,M-J:6 CLAS FT-101,Teología,2026-1
23107,TTF091,2,Leer el Evangelio en el Siglo Xxi,Carbullanca César,M-J:7 CLAS FT-101,Teología,2026-1
32413,TTF091,3,Leer el Evangelio en el Siglo Xxi,Vernola Pablo,L-W:2 CLAS FT-101,Teología,2026-1
33959,TTF091,4,Leer el Evangelio en el Siglo Xxi,Carbullanca César,"W:5,6 CLAS N6",Teología,2026-1
32414,TTF109,1,La Belleza de la Fragilidad Humana,Araya María,M-J:2 CLAS N10,Teología,2026-1
33942,TTF109,2,La Belleza de la Fragilidad Humana,Araya María,M-J:3 CLAS N16-B,Teología,2026-1
28741,TTF118,1,"Esperanza Cristiana, Muerte y Más Allá",Parra Fredy,L-W:4 CLAS FT-102,Teología,2026-1
29973,TTF202,1,Búsquedas Religiosas y Cristianismo,Bentué Antonio,M-W:5 CLAS N17,Teología,2026-1
29952,TTF205,1,¿Quién Es Jesús de Nazareth?,Condori Jaime,M-J:1 CLAS NT203,Teología,2026-1
29953,TTF205,2,¿Quién Es Jesús de Nazareth?,Condori Jaime,M-J:2 CLAS NT203,Teología,2026-1
30133,TTF206,1,El Padrenuestro: la Oración de Jesús,Álvarez Rodrigo,M-J:2 CLAS NT202,Teología,2026-1
29959,TTF207,1,Doctrina Social de la Iglesia,Miranda Diego,"V:3,4 CLAS ED111",Teología,2026-1
31015,TTF207,2,Doctrina Social de la Iglesia,Miranda Diego,M-J:4 CLAS AUD-51,Teología,2026-1
32415,TTF207,3,Doctrina Social de la Iglesia,Hodge Cristian,L-W:4 CLAS N14,Teología,2026-1
29964,TTF208,1,Fe y Razón: Una Perspectiva Histórica,Sepulveda Mauricio,M-J:2 CLAS FT-101,Teología,2026-1
30108,TTF208,2,Fe y Razón: Una Perspectiva Histórica,Sepulveda Mauricio,M-J:3 CLAS FT-101,Teología,2026-1
33984,TTF208,3,Fe y Razón: Una Perspectiva Histórica,Sepulveda Mauricio,"L:5,6 CLAS FT-102",Teología,2026-1
30097,TTF210,1,Experiencia Creyente y Secularismo,Mora Joan,M-J:2 CLAS N17,Teología,2026-1
30105,TTF210,2,Experiencia Creyente y Secularismo,Mora Joan,M-J:3 CLAS N17,Teología,2026-1
29967,TTF211,1,Para Pensar la Muerte,Inzulza Mario,M-J:6 CLAS SALA104,Teología,2026-1
30131,TTF212,1,Dios en la Teología Latinoamericana: A+S,Cortes Rocio,"M:5,6 CLAS AP602",Teología,2026-1
29976,TTF216,1,¿Creer o No Creer?,Álvarez Carlos,M-J:2 CLAS N7,Teología,2026-1
29950,TTF217,1,¿Es Necesaria la Iglesia?,Rebolledo Gonzalo,M-J:1 CLAS AUD-41,Teología,2026-1
32416,TTF217,2,¿Es Necesaria la Iglesia?,Rebolledo Gonzalo,L-W:1 CLAS R201,Teología,2026-1
32417,TTF217,3,¿Es Necesaria la Iglesia?,Muñoz Jonattan,M-J:1 CLAS NT202,Teología,2026-1
30028,TTF218,1,Lectura Contemporánea de la Biblia,Greene Guillermo,M-J:2 CLAS N13-A,Teología,2026-1
29966,TTF219,1,Existencia Humana y la Búsqueda de Sentido,Cobo Sergio,M-J:8 CLAS SALA-10,Teología,2026-1
31018,TTF222,1,Cristianismo y Crisis Ecológica,Guridi Roman,M-J:3 CLAS AG2,Teología,2026-1
33339,TTF222,2,Cristianismo y Crisis Ecológica,Rios Claudia,L:2 CLAS SIN SALA M:5 CLAS SIN SALA,Teología,2026-1
30077,TTF226,1,Religión y Política,Mora Joan,L-W:2 CLAS FT-102,Teología,2026-1
30080,TTF226,2,Religión y Política,Mora Joan,L-W:3 CLAS FT-102,Teología,2026-1
32419,TTF229,1,Holy Spirit: Lord and Giver of Life,Arteaga Pablo,M-J:1 CLAS FT-101,Teología,2026-1
33951,TTF232,1,Teología Feminista: Un Signo de los Tiempos,Yáñez Rosa,L-W:2 CLAS AE210,Teología,2026-1
31079,TTF232,2,Teología Feminista: Un Signo de los Tiempos,Yáñez Rosa,L-W:1 CLAS NT203,Teología,2026-1
31020,TTF233,1,Teología y Literatura,Pérez Angela,M-J:2 CLAS AE201,Teología,2026-1
32420,TTF233,2,Teología y Literatura,Pizarro Ignacio,M-J:1 CLAS FT-102,Teología,2026-1
32421,TTF233,3,Teología y Literatura,Pizarro Ignacio,M-J:5 CLAS N4,Teología,2026-1
31146,TTF235,1,Para Pensar el Mal,Inzulza Mario,M-J:3 CLAS N18,Teología,2026-1
30975,FCS030,1,Desarrollo del Pensamiento Científico (Ciencias Sociales),Inostroza Maria,J:2 CLAS J2 J:3 AYU J2,Trabajo Social,2026-1
26352,TSC3005,1,Práctica Social Clínica Supervisada,"Alamo Nicolle, Fortunatti Josefina",V:5 CLAS SIN SALA,Trabajo Social,2026-1
28323,TSC3005,2,Práctica Social Clínica Supervisada,"Garrido Valentina, Susaeta Yolanda",V:5 CLAS SIN SALA,Trabajo Social,2026-1
26354,TSC3006,1,Prácticas de Crianza y Problemas de Violencia Intrafamiliar,De Toro Ximena,"V:7,8 CLAS SIN SALA",Trabajo Social,2026-1
26353,TSC3007,1,La Persona del Trabajador Social Clínico,"Alamo Nicolle, Fortunatti Josefina",V:6 CLAS SIN SALA,Trabajo Social,2026-1
28324,TSC3007,2,La Persona del Trabajador Social Clínico,"Garrido Valentina, Susaeta Yolanda",V:6 CLAS SIN SALA,Trabajo Social,2026-1
28297,TSC3012,1,Actividad Final de Graduación,"Muñoz Carolina, Gálvez Constanza","V:5,6 CLAS SIN SALA",Trabajo Social,2026-1
34002,TSC3020,1,Intervenciones Clínico-Sociales en Trauma,"Aliste Maria, Cortés Inge","S:2,3 CLAS SIN SALA",Trabajo Social,2026-1
23141,TSL170,1,Trayectoria Vital,Velasco Maria,"J:1,2 CLAS C306 V:5 AYU NT202",Trabajo Social,2026-1
23143,TSL170,2,Trayectoria Vital,Caro Sara,"L:3,4 CLAS J1 V:5 AYU AE103",Trabajo Social,2026-1
23145,TSL171,1,Memoria del Trabajo Social,Gonzalez Ana,"L:1,2 CLAS C200 W:6 AYU AE001",Trabajo Social,2026-1
23149,TSL172,1,Configuración de Problemas Sociales,Razeto Alicia,"W:3,4 CLAS J4 V:1 AYU J3",Trabajo Social,2026-1
23150,TSL172,2,Configuración de Problemas Sociales,Sepúlveda Elia,"W:1,2 CLAS J4 V:1 AYU J1",Trabajo Social,2026-1
23151,TSL173,1,Desafíos del Trabajo Social (A+S),De Toro Ximena,"M:3,4 CLAS C510 V:3 AYU C502",Trabajo Social,2026-1
23152,TSL173,2,Desafíos del Trabajo Social (A+S),Susaeta Yolanda,"M:5,6 CLAS AE211 V:4 AYU C508",Trabajo Social,2026-1
32657,TSL200P,1,"Familias, Comunidad y Educación",Cortez-Monroy Fabiola,"L:1,2 CLAS N10 V:5 AYU N7",Trabajo Social,2026-1
32658,TSL200P,2,"Familias, Comunidad y Educación",Cortez-Monroy Fabiola,"L:3,4 CLAS N10 V:6 AYU N7",Trabajo Social,2026-1
33848,TSL200P,3,"Familias, Comunidad y Educación",Cortez-Monroy Fabiola,"W:4 AYU T1221 J:1,2 CLAS FT-103",Trabajo Social,2026-1
24997,TSL270,1,Enfoques y Modelos para la Intervención Social,Cortez-Monroy Fabiola,"M:3,4 CLAS AP102 J:4 AYU J2",Trabajo Social,2026-1
24998,TSL270,2,Enfoques y Modelos para la Intervención Social,Gonzalez Alejandra,"M:3,4 CLAS J3 J:4 AYU J1",Trabajo Social,2026-1
24995,TSL271,1,Estrategias de Producción y Análisis de Datos Cualitativos (A+S),Finkelstein Rodrigo,"W:6 AYU NT203 J:1,2 CLAS J4",Trabajo Social,2026-1
24996,TSL271,2,Estrategias de Producción y Análisis de Datos Cualitativos (A+S),Martinez Maria,"L:1,2 CLAS J2 W:6 AYU NT202",Trabajo Social,2026-1
33869,TSL3001,1,Pasantía de Trabajo Social en Chile,(Sin Profesores),"L:1,2,3 CLAS SIN SALA",Trabajo Social,2026-1
26852,TSL330,1,Ética Aplicada,Aguayo Cecilia,"J:6,7 CLAS AE209 V:6 AYU N16-A",Trabajo Social,2026-1
26856,TSL330,2,Ética Aplicada,Morales Paulina,"J:6,7 CLAS J2 V:6 AYU J2",Trabajo Social,2026-1
30988,TSL331,1,Diseño y Evaluación de Intervenciones Sociales (A+S),Gonzalez Karla,"W:1 AYU S4 J:3,4 CLAS J4",Trabajo Social,2026-1
26833,TSL331,2,Diseño y Evaluación de Intervenciones Sociales (A+S),Grau Maria,"W:1 AYU S6 J:3,4 CLAS C509",Trabajo Social,2026-1
26846,TSL333,1,Estrategias de Producción y Análisis Inferencial de Datos,Rasse Alejandra,M-J:1 CLAS S8 V:2 AYU BC26,Trabajo Social,2026-1
26850,TSL333,2,Estrategias de Producción y Análisis Inferencial de Datos,Ramírez Catalina,M-J:1 CLAS S6 V:2 AYU J2,Trabajo Social,2026-1
26834,TSL335,1,Estrategias de Análisis Organizacional,Ayala Elizabeth,"L:3,4 CLAS N13-A V:5 AYU N16-A",Trabajo Social,2026-1
31329,TSL422,2,Trabajo Social y Vulneración de Derechos en la Población Infanto Juvenil,Velasco Maria,"M:3,4 CLAS N11 W:4 AYU J3",Trabajo Social,2026-1
27796,TSL490,1,Gestión y Liderazgo de Intervenciones,Silva Carlos,"J:1,2 CLAS N11 J:6 AYU S6",Trabajo Social,2026-1
27797,TSL490,2,Gestión y Liderazgo de Intervenciones,Cortes Liliana,"J:1,2 CLAS K303 J:6 AYU N11",Trabajo Social,2026-1
27798,TSL491,1,Derechos Humanos,Lopez Alejandra,"L:3,4 CLAS N16-B J:4 AYU NT202",Trabajo Social,2026-1
27800,TSL493,1,Diseño de Proyectos Sociales (A+S),Martinez Maria,"M:1,2 CLAS K303 M:5 AYU J2",Trabajo Social,2026-1
27801,TSL493,2,Diseño de Proyectos Sociales (A+S),Martinez Maria,"M:5 AYU J1 W:1,2 CLAS J1",Trabajo Social,2026-1
29345,TSL534,1,Innovación Social y Tecnología para la Intervención,Fernandez Constanza,L-W:4 CLAS S15 J:6 AYU J3,Trabajo Social,2026-1
29346,TSL534,2,Innovación Social y Tecnología para la Intervención,Aparicio Andres,M-W:1 CLAS C503 J:6 AYU S7,Trabajo Social,2026-1
25010,TSL589,1,Pobreza y Exclusión Social,Millar David,L-W:1 CLAS AUD_J L:4 AYU AUD_J,Trabajo Social,2026-1
25474,TSL590,1,"Institucionalidad, Participación y Protección de Derechos",Aceituno Daniela,"W:3,4 CLAS J1 W:6 AYU N10",Trabajo Social,2026-1
31312,TSL593,1,Trabajo Social Clínico en Cuidados Paliativos,Garrido Valentina,"L:7 AYU ED215 M:6,7 CLAS N11",Trabajo Social,2026-1
28760,TSL594,1,Informalidad Laboral y Género Desde el Trabajo Social,"Inostroza Maria, Bórquez Pía","L:5,6 CLAS J2 L:7 AYU C300",Trabajo Social,2026-1
27802,TSL596,1,Cuidadanía y Derechos Humanos: Enfoques Interdisciplinarios,Lopez Alejandra,"M:3,4 CLAS N13-A M:6 AYU J1",Trabajo Social,2026-1
30969,TSL597,1,"Ciudad, Vivienda y Barrio",Rasse Alejandra,"L:1 AYU SALA STEM L:2,3 CLAS C505",Trabajo Social,2026-1
30241,TSL598,1,Organización Comunitaria y Participación Social,Caro Sara,"L:1 AYU ED219 W:6,7 CLAS AP502",Trabajo Social,2026-1
14032,TSM101,1,Propuestas Contemporaneas en Trabajo Social,"Madrigal Johanna, Morales Paulina","L:8,9 CLAS SIN SALA",Trabajo Social,2026-1
14036,TSM103,1,Desafíos Éticos en la Intervención Social,Aguayo Cecilia,"M:8,9 CLAS SIN SALA",Trabajo Social,2026-1
28321,TSM103,2,Desafíos Éticos en la Intervención Social,Santana Alejandra,"S:2,3 CLAS SIN SALA",Trabajo Social,2026-1
33870,TSM104,1,Debates Actuales en Teoria Sociologica,"Hersant Jeanne, Torres Felipe","J:8,9 CLAS SIN SALA",Trabajo Social,2026-1
14040,TSM200,1,Intervencion Social II,Gonzalez Alejandra,"M:8,9 CLAS SIN SALA",Trabajo Social,2026-1
14044,TSM202,1,Tesis I,Sepúlveda Elia,"L:8,9 CLAS SIN SALA",Trabajo Social,2026-1
30650,TSM202,2,Tesis I,Bolivar Daniela,"L:8,9 CLAS SIN SALA",Trabajo Social,2026-1
17959,TSM300,1,Taller de Investigación para el Desarrollo de Intervenciones Sociales,Escoffier Simon,"W:8,9 CLAS SIN SALA",Trabajo Social,2026-1
30038,TSM3022,1,Trabajo Social y Salud,Velasco Maria,"L:1 AYU C509 L:2,3 CLAS ED219",Trabajo Social,2026-1
30039,TSM3023,1,Trabajo Social en el Ámbito Jurídico: el Rol de la Evaluación Social,Rodríguez Marisol,"L:1 AYU AG7 L:2,3 CLAS C500",Trabajo Social,2026-1
30041,TSM3024,1,Decisiones Estratégicas y Políticas en la Intervención Social Organizacional,"Inostroza Maria, Escoffier Simon, Garces Maria","L:1 AYU C300 L:2,3 CLAS AG7",Trabajo Social,2026-1
33412,TSM3028,1,Conflicto Social y Su Abordaje Interpersonal y Comunitario,Reyes Claudia,"J:8,9 CLAS SIN SALA",Trabajo Social,2026-1
29467,TSM305,1,Tesis II,Bolivar Daniela,"M:8,9 CLAS SIN SALA",Trabajo Social,2026-1
33506,TSM305,2,Tesis II,Inostroza Maria,"L:8,9 CLAS SEM_2_P4",Trabajo Social,2026-1
29502,TSM5210,1,Evaluaciones Clínicas Biopsicosociales del Trabajo Social,Berroeta Ingrid,"M:3,4 CLAS ED215 W:6 AYU K303",Trabajo Social,2026-1
29511,TSM5220,1,Apliaciones Terapéuticas en el Trabajo Social Clínico,Alamo Nicolle,"L:5,6 CLAS S20 L:7 AYU FT-103",Trabajo Social,2026-1
29513,TSM5230,1,Intervenciones Clínicas Interdisciplinarias,Cortez-Monroy Fabiola,"M:5,6 CLAS J4 M:7 AYU FT-103",Trabajo Social,2026-1
29422,TSM5240,1,Víctimas de Violencia Interpersonal,Bolivar Daniela,"W:2,3 CLAS ED219 W:6 AYU N11",Trabajo Social,2026-1
30584,TSM5250,1,El Acceso a la Justicia,Hersant Jeanne,"M:2,3 CLAS ED217 M:4 AYU S20",Trabajo Social,2026-1
29431,TSM5260,1,Adolescentes en Conflicto Con la Ley,Reyes Claudia,"J:1 AYU T2223 J:3,4 CLAS C501",Trabajo Social,2026-1
29450,TSM5270,1,Representaciones de la Exclusión,Razeto Alicia,M-J:3 CLAS H2 W:6 AYU S4,Trabajo Social,2026-1
29433,TSM5280,1,Políticas Inclusivas,Eissmann Ignacio,M-J:4 CLAS S14 M:6 AYU SALA STEM,Trabajo Social,2026-1
29437,TSM5290,1,Participación para la Inclusión Social,Escoffier Simon,"L:5,6 CLAS N11 M:5 AYU CARA2",Trabajo Social,2026-1
29440,TSM5300,1,Intervención Social Con Personas en Contextos Laborales,Calderon Magdalena,"L:5,6 CLAS ED219 M:4 AYU K305",Trabajo Social,2026-1
29442,TSM5310,1,Economía Social para el Desarrollo Local,Gomez Karina,"W:6 AYU C505 J:3,4 CLAS AP005",Trabajo Social,2026-1
30129,TSM5320,1,Estrategia y Desarrollo de Organizaciones,Ayala Elizabeth,M-W:2 CLAS J3 M:6 AYU C503,Trabajo Social,2026-1
25319,SUS2210,1,Teoría y Política del Desarrollo Sustentable,Bascope Martin,"V:2,3,4 CLAS SIN SALA",Villarrica,2026-1
25317,SUS2220,1,Ecología Humana y Territorio,Ibarra Jose,"L:2,3,4 CLAS SIN SALA",Villarrica,2026-1
25315,SUS2230,1,"Interculturalidad, Desarrollo y Educación",Luna Laura,"W:2,3 CLAS SIN SALA",Villarrica,2026-1
25313,SUS2240,1,Metodologías para el Estudio de los Sistemas Socio-Ambientales,"Benavides Sebastian, Galvez Nicolas","M:2,3,4 CLAS SIN SALA",Villarrica,2026-1
25318,SUS2250,1,Taller Planificación para el Desarrollo Sustentable,Salazar Gonzalo,"J:3,4 TAL SIN SALA",Villarrica,2026-1
31828,VIL0100,1,Práctica en Educación Parvularia I,Coronata Maria,"W:1,2 CLAS SIN SALA J:1,2,3,4 PRA SIN SALA",Villarrica,2026-1
31839,VIL0100,2,Práctica en Educación Parvularia I,Cortes Viviana,"W:1,2 CLAS SIN SALA J:1,2,3,4 PRA SIN SALA",Villarrica,2026-1
31840,VIL0100,3,Práctica en Educación Parvularia I,Acuña Lorena,"W:1,2 CLAS SIN SALA J:1,2,3,4 PRA SIN SALA",Villarrica,2026-1
33731,VIL0101,1,Práctica en Educación Parvularia II,Lorca Amaya,"W-J:1,2,3,4 PRA SIN SALA J:6,7 CLAS SIN SALA",Villarrica,2026-1
33732,VIL0101,2,Práctica en Educación Parvularia II,Coronata Maria,"W-J:1,2,3,4 PRA SIN SALA J:6,7 CLAS SIN SALA",Villarrica,2026-1
33733,VIL0101,3,Práctica en Educación Parvularia II,Garrido Nicole,"W-J:1,2,3,4 PRA SIN SALA J:6,7 CLAS SIN SALA",Villarrica,2026-1
33926,VIL0101,4,Práctica en Educación Parvularia II,Acuña Lorena,"W-J:1,2,3,4 PRA SIN SALA J:6,7 CLAS SIN SALA",Villarrica,2026-1
31838,VIL0106,1,Aprendizaje y Desarrollo I,San Martín Constanza,"L:1,2 CLAS SIN SALA W:4 CLAS SIN SALA",Villarrica,2026-1
33734,VIL0107,1,Aprendizaje y Desarrollo II,San Martín Constanza,"M:1,2 CLAS SIN SALA V:2 CLAS SIN SALA",Villarrica,2026-1
31841,VIL0110,1,Fundamentos y Desafíos de la Educación Parvularia,Rubio Susana,"V:3,4 CLAS SIN SALA",Villarrica,2026-1
31844,VIL0111,1,Desarrollo del Lenguaje Oral y Su Didáctica,Cardenas Karina,"L:4 CLAS SIN SALA M:1,2 CLAS SIN SALA",Villarrica,2026-1
33736,VIL0115,1,Planificación y Evaluación del Proceso Educativo,Rubio Susana,"W:5,6 CLAS SIN SALA",Villarrica,2026-1
14338,VIL100,1,Números,Ledermann Constanza,"W:1,2 CLAS SIN SALA V:2,3 CLAS SIN SALA",Villarrica,2026-1
14341,VIL101,1,Psicología del Desarrollo,Bernstein Raimundo,"L:1,2 CLAS SIN SALA W:4 CLAS SIN SALA",Villarrica,2026-1
14346,VIL101D,1,Didáctica de la Geografía,Cariman Mariela,M:6 CLAS SIN SALA J:3 CLAS SIN SALA,Villarrica,2026-1
14349,VIL101P,1,Práctica Ii: Educación Básica,Caceres Luis,"W-J:1,2,3,4 PRA SIN SALA W:6,7 CLAS SIN SALA",Villarrica,2026-1
28770,VIL101P,2,Práctica Ii: Educación Básica,Gonzalez Maria,"W-J:1,2,3,4 PRA SIN SALA W:6,7 CLAS SIN SALA",Villarrica,2026-1
33685,VIL101P,3,Práctica Ii: Educación Básica,Acuña Ana,"W-J:1,2,3,4 PRA SIN SALA W:6,7 CLAS SIN SALA",Villarrica,2026-1
34057,VIL101P,4,Práctica Ii: Educación Básica,Garay Alicia,"W-J:1,2,3,4 PRA SIN SALA W:6,7 CLAS SIN SALA",Villarrica,2026-1
14352,VIL102,1,Teoría de la Educación,Bascope Martin,"J:2,3 CLAS SIN SALA",Villarrica,2026-1
14355,VIL103,1,Fundamentos Lingüísticos,Lara Maria,"M:3,4 CLAS SIN SALA V:1 CLAS SIN SALA",Villarrica,2026-1
14359,VIL104,1,Ciencias Sociales,Caceres Luis,L:4 CLAS SIN SALA M:1 AYU SIN SALA W:5 CLAS SIN SALA,Villarrica,2026-1
14364,VIL110D,1,Didáctica de la Matemática I,Pena Pilar,"L:3 CLAS SIN SALA V:1,2 CLAS SIN SALA",Villarrica,2026-1
14368,VIL111D,1,Didáctica de la Matemática II,Ledermann Constanza,"M:3,4 CLAS SIN SALA J:4 CLAS SIN SALA",Villarrica,2026-1
14372,VIL120D,1,Didáctica de las Ciencias Naturales I,Opazo Andrea,L:4 CLAS SIN SALA M:2 CLAS SIN SALA,Villarrica,2026-1
14375,VIL121D,1,Didáctica de las Ciencias Naturales II,Opazo Andrea,W:3 CLAS SIN SALA J:2 CLAS SIN SALA,Villarrica,2026-1
14379,VIL130D,1,Didáctica de la Lecto-Escritura,Meneses Alejandra,"M:3,4 CLAS SIN SALA V:4 AYU SIN SALA",Villarrica,2026-1
14384,VIL200,1,Análisis de Datos,Vasquez Claudia,"L:1,2 CLAS SIN SALA W:4 CLAS SIN SALA",Villarrica,2026-1
14387,VIL201,1,Biología General,Ibanez Cecilia,"W:1,2 CLAS SIN SALA V:1,2 CLAS SIN SALA",Villarrica,2026-1
14392,VIL202,1,Cultura y Lengua Mapuche,Lara Maria,L:4 CLAS SIN SALA J:3 CLAS SIN SALA,Villarrica,2026-1
